Sun Nov 27 18:49:48 2022    profiler_result

         274689913 function calls (269353762 primitive calls) in 145.197 seconds

   Ordered by: internal time
   List reduced from 15008 to 1588 due to restriction <'wger/wger((?!tests).)*$'>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       22    0.000    0.000    0.006    0.000 /Users/adampetik/School/wger/wger/nutrition/models/log.py:115(get_owner_object)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/management/commands/delete-temp-users.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/models/exercise.py:51(Exercise)
        1    0.000    0.000    0.004    0.004 /Users/adampetik/School/wger/wger/exercises/views/history.py:77(history_revert)
       15    0.000    0.000    0.001    0.000 /Users/adampetik/School/wger/wger/utils/managers.py:34(accepted)
        1    0.000    0.000    0.002    0.002 /Users/adampetik/School/wger/wger/nutrition/models/ingredient.py:344(send_email)
        1    0.000    0.000    0.062    0.062 /Users/adampetik/School/wger/wger/nutrition/views/calculator.py:41(view)
        2    0.000    0.000    0.003    0.002 /Users/adampetik/School/wger/wger/manager/views/set.py:151(delete)
        1    0.000    0.000    0.005    0.005 /Users/adampetik/School/wger/wger/core/models/profile.py:1(<module>)
        1    0.000    0.000    0.008    0.008 /Users/adampetik/School/wger/wger/exercises/models/base.py:1(<module>)
        2    0.000    0.000    0.003    0.001 /Users/adampetik/School/wger/wger/core/management/commands/add-user-rest.py:26(handle)
        2    0.000    0.000    0.001    0.000 /Users/adampetik/School/wger/wger/manager/views/workout.py:249(add)
        4    0.000    0.000    0.001    0.000 /Users/adampetik/School/wger/wger/manager/models/log.py:156(delete)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/management/commands/change-exercise-author.py:1(<module>)
        1    0.000    0.000    0.032    0.032 /Users/adampetik/School/wger/wger/exercises/models/__init__.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /Users/adampetik/School/wger/wger/nutrition/api/views.py:1(<module>)
        1    0.000    0.000    0.006    0.006 /Users/adampetik/School/wger/wger/core/forms.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /Users/adampetik/School/wger/wger/gym/models/__init__.py:1(<module>)
        2    0.000    0.000    0.002    0.001 /Users/adampetik/School/wger/wger/core/views/misc.py:207(form_valid)
       48    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/helpers.py:170(<genexpr>)
       29    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/templatetags/wger_extras.py:154(<listcomp>)
        1    0.000    0.000    0.003    0.003 /Users/adampetik/School/wger/wger/manager/api/views.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/api/serializers.py:172(ExerciseSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/forms.py:75(UserPreferencesForm)
        8    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/fields.py:50(formfield)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/views/exercises.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/models/image.py:44(ExerciseImage)
        3    0.000    0.000    0.002    0.001 /Users/adampetik/School/wger/wger/manager/models/set.py:88(delete)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/units.py:29(AbstractWeight)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/migrations/0008_exercisebase.py:8(Migration)
        1    0.000    0.000    0.037    0.037 /Users/adampetik/School/wger/wger/manager/api/views.py:80(canonical_representation)
        1    0.000    0.000    0.002    0.002 /Users/adampetik/School/wger/wger/nutrition/views/calculator.py:94(calculate_activities)
        1    0.000    0.000    0.005    0.005 /Users/adampetik/School/wger/wger/manager/models/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/software/urls.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/weight/forms.py:56(__init__)
        1    0.000    0.000    0.002    0.002 /Users/adampetik/School/wger/wger/core/management/commands/list-users-api.py:17(handle)
        6    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/helpers.py:65(get_permission_list)
        1    0.000    0.000    0.004    0.004 /Users/adampetik/School/wger/wger/core/migrations/0009_auto_20160303_2340.py:6(insert_data)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/measurements/migrations/0001_initial.py:11(Migration)
        1    0.000    0.000    0.061    0.061 /Users/adampetik/School/wger/wger/manager/helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/models/setting.py:41(Setting)
        1    0.000    0.000    0.008    0.008 /Users/adampetik/School/wger/wger/utils/widgets.py:130(render_options)
        3    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/helpers.py:157(password_generator)
        4    0.000    0.000    0.004    0.001 /Users/adampetik/School/wger/wger/exercises/management/commands/change-exercise-author.py:51(handle)
        3    0.000    0.000    0.051    0.017 /Users/adampetik/School/wger/wger/manager/views/schedule.py:77(overview)
       29    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/models/contract.py:115(__str__)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/nutrition/forms.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /Users/adampetik/School/wger/wger/core/models/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/models/session.py:31(WorkoutSession)
        6    0.000    0.000    0.001    0.000 /Users/adampetik/School/wger/wger/nutrition/views/unit.py:67(get_queryset)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/views/exercises.py:99(ExerciseForm)
        2    0.000    0.000    0.052    0.026 /Users/adampetik/School/wger/wger/nutrition/views/plan.py:87(overview)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/migrations/0015_exercise_videos.py:9(Migration)
        2    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/api/views.py:402(thumbnails)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/models/video.py:81(ExerciseVideo)
        6    0.000    0.000    0.003    0.001 /Users/adampetik/School/wger/wger/core/api/permissions.py:27(has_permission)
       26    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/models/license.py:60(__str__)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/mailer/migrations/0001_initial.py:7(Migration)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/models/log.py:38(WorkoutLog)
        9    0.000    0.000    0.001    0.000 /Users/adampetik/School/wger/wger/core/views/user.py:464(get_success_url)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/widgets.py:1(<module>)
        3    0.000    0.000    0.001    0.000 /Users/adampetik/School/wger/wger/gym/views/gym.py:95(get_context_data)
        5    0.000    0.000    0.004    0.001 /Users/adampetik/School/wger/wger/core/views/misc.py:179(get_context_data)
       10    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/models/session.py:122(clean)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/manager/forms.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/misc.py:171(get_initial)
       13    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/managers.py:82(get_queryset)
        1    0.000    0.000    0.002    0.002 /Users/adampetik/School/wger/wger/utils/generic_views.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gallery/views/images.py:1(<module>)
        3    0.000    0.000    0.047    0.016 /Users/adampetik/School/wger/wger/manager/views/workout.py:93(template_overview)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/management/commands/email-reminders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gallery/models/image.py:40(Image)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/manager/views/schedule_step.py:82(form_valid)
        1    0.000    0.000    0.004    0.004 /Users/adampetik/School/wger/wger/nutrition/models/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/views/set.py:1(<module>)
        3    0.000    0.000    0.001    0.000 /Users/adampetik/School/wger/wger/gym/forms.py:106(clean_username)
        1    0.000    0.000    0.002    0.002 /Users/adampetik/School/wger/wger/weight/urls.py:1(<module>)
        1    0.000    0.000    0.029    0.029 /Users/adampetik/School/wger/wger/nutrition/views/bmi.py:38(view)
        2    0.000    0.000    0.003    0.001 /Users/adampetik/School/wger/wger/manager/models/day.py:78(delete)
        2    0.000    0.000    0.002    0.001 /Users/adampetik/School/wger/wger/manager/views/schedule_step.py:70(StepForm)
       39    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/templatetags/wger_extras.py:173(get_item)
       38    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/models/workout.py:155(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/models/log.py:36(LogItem)
        1    0.000    0.000    0.082    0.082 /Users/adampetik/School/wger/wger/manager/views/set.py:129(get_formset)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/views/unit_ingredient.py:1(<module>)
        3    0.000    0.000    0.090    0.030 /Users/adampetik/School/wger/wger/exercises/api/views.py:208(dispatch)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/helpers.py:1(<module>)
       15    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/models/profile.py:410(clean)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gallery/migrations/0001_initial.py:10(Migration)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/gallery/urls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/views/history.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/models/workout.py:37(Workout)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/exercises/signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/migrations/0005_auto_20160303_2008.py:7(Migration)
        2    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/models/plan.py:185(get_calories_approximation)
        2    0.000    0.000    0.002    0.001 /Users/adampetik/School/wger/wger/manager/views/workout_session.py:143(delete)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/migrations/0005_logitem.py:9(Migration)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/migrations/0003_auto_20150217_1554.py:7(Migration)
        2    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/views/schedule_step.py:109(StepForm)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/manager/models/log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/migrations/0002_auto_20141225_1512.py:6(Migration)
        3    0.000    0.000    0.001    0.000 /Users/adampetik/School/wger/wger/gym/models/user_document.py:26(gym_document_upload_dir)
        1    0.000    0.000    0.002    0.002 /Users/adampetik/School/wger/wger/manager/views/day.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/widgets.py:55(get_context)
        1    0.000    0.000    0.007    0.007 /Users/adampetik/School/wger/wger/manager/views/ical.py:1(<module>)
        2    0.000    0.000    0.001    0.000 /Users/adampetik/School/wger/wger/nutrition/forms.py:292(__init__)
        3    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/user.py:581(get_context_data)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/models/user_document.py:37(UserDocument)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/admin_notes.py:1(<module>)
       61    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/models/rep_unit.py:37(__str__)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/views/pdf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/config/migrations/0001_initial.py:6(Migration)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/exercises/views/comments.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/migrations/0004_auto_20170404_0114.py:8(Migration)
        7    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/models/schedule.py:93(get_absolute_url)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/mailer/views/gym.py:1(<module>)
        1    0.000    0.000    0.011    0.011 /Users/adampetik/School/wger/wger/nutrition/api/views.py:233(nutritional_values)
        3    0.000    0.000    0.046    0.015 /Users/adampetik/School/wger/wger/manager/views/workout.py:107(public_template_overview)
        1    0.000    0.000    0.003    0.003 /Users/adampetik/School/wger/wger/nutrition/views/ingredient.py:216(accept)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/weight/helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/migrations/0016_move_to_exercise_base.py:30(Migration)
       19    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/models/contract.py:65(__str__)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/models/set.py:37(Set)
        2    0.000    0.000    0.002    0.001 /Users/adampetik/School/wger/wger/manager/views/schedule.py:268(start)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/migrations/0009_auto_20201202_1559.py:6(Migration)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/forms.py:155(WorkoutLogForm)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/admin_config.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/measurements/models/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gallery/forms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/views/equipment.py:1(<module>)
        3    0.000    0.000    0.162    0.054 /Users/adampetik/School/wger/wger/exercises/api/views.py:349(dispatch)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/nutrition/models/log.py:1(<module>)
       61    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/models/weight_unit.py:37(__str__)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/manager/api/serializers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/middleware.py:1(<module>)
        2    0.000    0.000    0.002    0.001 /Users/adampetik/School/wger/wger/manager/views/day.py:120(delete)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/models/schedule.py:31(Schedule)
       12    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/models/user_document.py:104(__str__)
        3    0.000    0.000    0.150    0.050 /Users/adampetik/School/wger/wger/exercises/api/views.py:324(dispatch)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/languages.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/weight/forms.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /Users/adampetik/School/wger/wger/exercises/views/comments.py:93(delete)
        3    0.000    0.000    0.004    0.001 /Users/adampetik/School/wger/wger/gym/views/document.py:117(form_valid)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/views/categories.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/fields.py:36(formfield)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/weight/migrations/0001_initial.py:8(Migration)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/migrations/0005_auto_20151025_2236.py:8(Migration)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/migrations/0011_auto_20201214_0033.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/views/workout_session.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/user_config.py:1(<module>)
        4    0.000    0.000    0.001    0.000 /Users/adampetik/School/wger/wger/gym/views/user_config.py:62(get_success_url)
        2    0.000    0.000    0.001    0.000 /Users/adampetik/School/wger/wger/mailer/views/gym.py:51(get_queryset)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/contract_type.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/gym/migrations/0006_auto_20160214_1013.py:6(update_permission_names)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/models/plan.py:40(NutritionPlan)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/models/license.py:22(License)
       39    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/models/exercise.py:146(__str__)
        2    0.000    0.000    0.088    0.044 /Users/adampetik/School/wger/wger/core/api/serializers.py:107(create)
        2    0.000    0.000    0.001    0.000 /Users/adampetik/School/wger/wger/exercises/models/base.py:152(base_variations)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/nutrition/views/ingredient.py:230(decline)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/forms.py:55(UnitChooserForm)
       18    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/models/language.py:45(__str__)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/models/plan.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/api/serializers.py:91(UserRegistrationSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/migrations/0012_auto_20210430_1449.py:7(Migration)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/forms.py:267(MealLogItemForm)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/mailer/urls.py:1(<module>)
       35    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/models/schedule.py:87(__str__)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/forms.py:228(__init__)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/api/serializers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/views/schedule_step.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/weight/models.py:28(WeightEntry)
        6    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/models/ingredient_weight_unit.py:64(__str__)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/manager/models/set.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/views/meal_item.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gallery/models/image.py:29(gallery_upload_dir)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/api/serializers.py:206(ExerciseTranslationBaseInfoSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/views/calculator.py:1(<module>)
        3    0.000    0.000    0.001    0.000 /Users/adampetik/School/wger/wger/gym/views/document.py:146(get_success_url)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/views/log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/forms.py:225(MealItemForm)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/exercises/models/video.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/models/meal_item.py:40(MealItem)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/contract.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/migrations/0005_auto_20190618_1617.py:7(Migration)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/views/muscles.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/models/schedule_step.py:33(ScheduleStep)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/migrations/0007_auto_20170123_0920.py:7(Migration)
        4    0.000    0.000    0.002    0.000 /Users/adampetik/School/wger/wger/gym/views/gym.py:454(get_context_data)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/language.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/exercises/api/views.py:534(perform_create)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/migrations/0006_auto_20160303_2138.py:6(Migration)
        3    0.000    0.000    0.001    0.000 /Users/adampetik/School/wger/wger/gym/views/admin_notes.py:118(form_valid)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/views/unit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/measurements/models/measurement.py:49(Measurement)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/config/urls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/api/serializers.py:161(MusclesCanonicalFormSerializer)
        2    0.000    0.000    0.001    0.000 /Users/adampetik/School/wger/wger/nutrition/views/meal_item.py:87(get_context_data)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/models/meal_item.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/contract_option.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/migrations/0007_auto_20160311_2258.py:18(convert_settings)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/forms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/migrations/0005_auto_20151023_1522.py:6(Migration)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/migrations/0012_auto_20210210_1228.py:8(Migration)
        2    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/sitemap.py:28(items)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/views/plan.py:98(add)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/exercises/api/serializers.py:1(<module>)
        3    0.000    0.000    0.012    0.004 /Users/adampetik/School/wger/wger/exercises/api/views.py:398(dispatch)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/document.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/units.py:77(kg)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/models/meal.py:36(Meal)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/migrations/0002_auto_20170101_1538.py:28(Migration)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/manager/migrations/0002_auto_20150202_2040.py:1(<module>)
       26    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/models/rep_unit.py:52(is_repetition)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/manager/models/workout.py:1(<module>)
        3    0.000    0.000    0.001    0.000 /Users/adampetik/School/wger/wger/gym/views/config.py:57(get_success_url)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/exercises/models/image.py:1(<module>)
        3    0.000    0.000    0.001    0.000 /Users/adampetik/School/wger/wger/gym/views/admin_notes.py:136(get_success_url)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/gallery/models/image.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /Users/adampetik/School/wger/wger/nutrition/api/views.py:305(nutritional_values)
        8    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/widgets.py:138(render_option)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gallery/api/views.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/nutrition/models/meal.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/exercises/migrations/0019_exercise_crowdsourcing_changes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/repetition_units.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/models/day.py:29(Day)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/context_processor.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /Users/adampetik/School/wger/wger/weight/views.py:190(process_preview)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/models/cache.py:22(UserCache)
        1    0.000    0.000    0.003    0.003 /Users/adampetik/School/wger/wger/weight/views.py:196(done)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/weight_units.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/signals.py:1(<module>)
       48    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/models/workout.py:131(get_owner_object)
        3    0.000    0.000    0.001    0.000 /Users/adampetik/School/wger/wger/gym/views/admin_notes.py:155(get_context_data)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/migrations/0004_auto_20150609_1603.py:7(Migration)
        3    0.000    0.000    0.002    0.001 /Users/adampetik/School/wger/wger/gym/views/config.py:63(get_context_data)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/models/setting.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /Users/adampetik/School/wger/wger/exercises/apps.py:25(ready)
        2    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/generic_views.py:223(form_invalid)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/views/exercises.py:83(view)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/views/meal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/mailer/migrations/0002_auto_20190618_1617.py:8(Migration)
        4    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/models/contract.py:316(get_absolute_url)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/gym/migrations/0002_auto_20151003_1944.py:8(Migration)
        1    0.000    0.000    0.002    0.002 /Users/adampetik/School/wger/wger/gym/models/contract.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/weight/api/views.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/management/commands/change-exercise-author.py:37(add_arguments)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/license.py:1(<module>)
