Sun Nov 27 18:49:48 2022    profiler_result

         274689913 function calls (269353762 primitive calls) in 145.197 seconds

   Ordered by: internal time
   List reduced from 15008 to 1588 due to restriction <'wger/wger((?!tests).)*$'>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.001    0.000 /Users/adampetik/School/wger/wger/manager/api/views.py:74(perform_create)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/migrations/0003_auto_20160921_2000.py:17(capitalize_name)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/measurements/api/serializers.py:21(MeasurementSerializer)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/nutrition/views/ingredient.py:148(get_context_data)
        2    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/contract_option.py:192(get_context_data)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/migrations/0007_repetitionunit.py:6(Migration)
       32    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/models/admin_user_note.py:71(get_owner_object)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gallery/forms.py:14(ImageForm)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/api/views.py:281(LanguageViewSet)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/manager/views/schedule.py:294(form_valid)
        2    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/contract_type.py:173(get_queryset)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/migrations/0001_initial.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/views/day.py:62(get_success_url)
        6    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/models/contract.py:310(__str__)
        2    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/contract.py:218(get_context_data)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/migrations/0008_auto_20190618_1617.py:8(Migration)
       23    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/models/log.py:124(get_owner_object)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/managers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/views/log.py:237(get_success_url)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gallery/migrations/0001_initial.py:1(<module>)
       27    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/templatetags/wger_extras.py:110(react_static)
        1    0.000    0.000    0.002    0.002 /Users/adampetik/School/wger/wger/manager/api/views.py:400(perform_create)
        2    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/contract_option.py:82(form_valid)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/models/gym.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/views/workout.py:271(get_context_data)
       12    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/api/views.py:213(get_owner_objects)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/units.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/migrations/0001_initial.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/contract_option.py:173(get_queryset)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/weight/models.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/migrations/0014_auto_20210717_1858.py:6(Migration)
        2    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gallery/views/images.py:64(get_initial)
        2    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/mailer/views/gym.py:70(get_context_data)
        9    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/api/views.py:240(get_owner_objects)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/migrations/0002_auto_20150307_1841.py:20(Migration)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/api/views.py:61(IngredientViewSet)
        2    0.000    0.000    0.001    0.000 /Users/adampetik/School/wger/wger/gym/views/contract_type.py:82(form_valid)
        2    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/management/commands/change-exercise-author.py:84(print_error)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/mailer/forms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/migrations/0017_alter_workoutlog_exercise_base.py:100(Migration)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/models.py:61(AbstractSubmissionModel)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/views/muscles.py:103(get_context_data)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/views/ingredient.py:208(get_queryset)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/forms.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/mailer/models/cron.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/contract_option.py:64(get_success_url)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/views/schedule_step.py:93(StepEditView)
        2    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/contract_type.py:64(get_success_url)
        2    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/management/commands/add-user-rest.py:16(add_arguments)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/measurements/migrations/0002_auto_20210722_1042.py:6(Migration)
       23    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/models/session.py:133(get_owner_object)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/manager/views/schedule_step.py:134(get_context_data)
        2    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/contract_option.py:112(get_success_url)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/migrations/0010_auto_20201211_0205.py:6(Migration)
        3    0.000    0.000    0.002    0.001 /Users/adampetik/School/wger/wger/nutrition/views/unit_ingredient.py:80(get_form_class)
        2    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/contract_type.py:112(get_success_url)
       20    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/models/gym_config.py:70(get_owner_object)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/api/views.py:72(UserProfileViewSet)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/migrations/0008_weightunit.py:6(Migration)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/mailer/migrations/0003_auto_20201201_0653.py:7(Migration)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/migrations/0009_auto_20201211_0139.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/models/user_document.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/views/categories.py:125(get_context_data)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/views/plan.py:122(get_context_data)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/contract.py:190(ListView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/migrations/0017_muscle_name_en.py:33(Migration)
       20    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/models/contract.py:322(get_owner_object)
       10    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/templatetags/wger_extras.py:97(render_weight_log)
       13    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/api/views.py:406(get_owner_objects)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/management/commands/email-reminders.py:34(Command)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/migrations/0014_exerciseimage_style.py:6(Migration)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/forms.py:272(WorkoutScheduleDownloadForm)
        2    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/models/language.py:51(get_absolute_url)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/mailer/models/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/views/schedule.py:313(get_context_data)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/views/exercises.py:188(get_context_data)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/license.py:98(get_context_data)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/manager/views/day.py:112(form_valid)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/migrations/0010_logitem_meal.py:7(Migration)
       24    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/models/schedule.py:96(get_owner_object)
        2    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/sitemap.py:28(items)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/migrations/0012_auto_20210210_1228.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/migrations/0001_initial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/views/log.py:209(get_context_data)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/views/unit.py:113(get_context_data)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/models/language.py:23(Language)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/models/user_config.py:26(AbstractGymUserConfigModel)
       23    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/models/weight_unit.py:46(get_owner_object)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/languages.py:88(get_context_data)
        2    0.000    0.000    0.001    0.000 /Users/adampetik/School/wger/wger/manager/views/schedule_step.py:101(get_form_class)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/managers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/software/views.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/user.py:620(WgerPasswordResetView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/measurements/api/serializers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/forms.py:91(WorkoutCopyForm)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/migrations/0011_auto_20201201_0653.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/units.py:59(__add__)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/migrations/0006_auto_20201201_0653.py:7(Migration)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/migrations/0002_auto_20150202_2040.py:8(Migration)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/api/serializers.py:197(MealSerializer)
       13    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/models/language.py:60(get_owner_object)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/config/models/gym_config.py:36(GymConfig)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/models/rep_unit.py:22(RepetitionUnit)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/mailer/models/log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/api/serializers.py:71(WorkoutSessionSerializer)
        1    0.000    0.000    0.017    0.017 /Users/adampetik/School/wger/wger/weight/views.py:161(overview)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/models/category.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/repetition_units.py:80(get_context_data)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/api/views.py:206(NutritionPlanViewSet)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/migrations/0010_auto_20170403_0144.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/migrations/0012_auto_20210327_1219.py:16(Migration)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/migrations/0007_auto_20160311_2258.py:27(Migration)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/admin_config.py:52(get_context_data)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/models/admin_user_note.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/api/views.py:306(ExerciseInfoViewset)
       13    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/sitemap.py:31(lastmod)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/managers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/measurements/models/category.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /Users/adampetik/School/wger/wger/manager/api/views.py:207(perform_create)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/weight/api/serializers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/weight_units.py:80(get_context_data)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/config/migrations/0002_auto_20190618_1617.py:7(Migration)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/views/categories.py:74(form_valid)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/weight/forms.py:67(WeightForm)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/migrations/0018_delete_pending_exercises.py:29(Migration)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/admin_config.py:46(get_success_url)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/views/schedule.py:330(get_context_data)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/views/categories.py:95(get_context_data)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/migrations/0006_auto_20201203_0203.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/models/gym_config.py:1(<module>)
        1    0.000    0.000    0.008    0.008 /Users/adampetik/School/wger/wger/utils/widgets.py:114(render)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/api/serializers.py:126(SetSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/views/plan.py:139(get_context_data)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/forms.py:176(UserPersonalInformationForm)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/migrations/0011_remove_set_exercises.py:25(Migration)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/api/serializers.py:213(DayCanonicalFormSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/mailer/migrations/0002_auto_20190618_1617.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/license.py:79(get_context_data)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/measurements/migrations/0001_initial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/views/equipment.py:81(get_context_data)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/api/views.py:123(ExerciseTranslationViewSet)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/migrations/0013_userprofile_email_verified.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/languages.py:106(get_context_data)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/migrations/0001_initial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/views/workout_session.py:113(get_context_data)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/migrations/0003_auto_20151003_2008.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/api/views.py:319(get_owner_objects)
       13    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/models/days_of_week.py:39(__str__)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/models/language.py:1(<module>)
        2    0.000    0.000    0.002    0.001 /Users/adampetik/School/wger/wger/manager/views/schedule_step.py:62(get_form_class)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/migrations/0013_set_comment.py:6(Migration)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/models/cache.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/gallery/models/__init__.py:1(<module>)
        9    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/templatetags/wger_extras.py:122(license_sidebar)
       18    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/models/ingredient.py:389(get_owner_object)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/forms.py:185(PasswordConfirmationForm)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/api/views.py:84(ExerciseBaseViewSet)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/views/muscles.py:83(get_context_data)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/config/apps.py:25(ready)
       16    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/models/user_config.py:73(get_owner_object)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/models/weight_unit.py:22(WeightUnit)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/api/views.py:329(ExerciseBaseInfoViewset)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/views/workout.py:285(get_context_data)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/views/unit.py:139(get_context_data)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/forms.py:142(UserEmailForm)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/mailer/migrations/0001_initial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/migrations/0004_auto_20151003_2357.py:6(Migration)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/migrations/0011_alter_logitem_datetime.py:7(Migration)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/weight/api/serializers.py:25(WeightEntrySerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/generic_views.py:116(WgerFormMixin)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/api/serializers.py:81(UserApiSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/api/views.py:300(SetViewSet)
        1    0.000    0.000    0.002    0.002 /Users/adampetik/School/wger/wger/manager/views/day.py:98(get_context_data)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/views/categories.py:101(form_valid)
        2    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/weight/views.py:88(get_success_url)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/config/views/language_config.py:51(get_success_url)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/api/views.py:354(EquipmentViewSet)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/api/serializers.py:97(ExerciseCommentSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gallery/api/serializers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/models/session.py:107(__str__)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/api_token.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/nutrition/views/unit_ingredient.py:109(get_success_url)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/migrations/0005_auto_20151025_2236.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/migrations/0015_exercise_videos.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/migrations/0007_auto_20201214_0013.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/migrations/0004_auto_20200819_2310.py:6(Migration)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/api/serializers.py:205(DaysOfWeekCanonicalFormSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/api/serializers.py:211(MealInfoSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/forms.py:127(BmrForm)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/migrations/0004_auto_20150217_1914.py:6(Migration)
        2    0.000    0.000    0.001    0.000 /Users/adampetik/School/wger/wger/manager/models/schedule_step.py:71(__str__)
        2    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/helpers.py:77(disable_for_loaddata)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/models/ingredient_category.py:22(IngredientCategory)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/models/weight_unit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/generic_views.py:337(dispatch)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/views/comments.py:89(get_success_url)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/migrations/0013_userprofile_email_verified.py:6(Migration)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/api/views.py:566(MuscleViewSet)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/api/views.py:293(perform_create)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/migrations/0001_initial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/migrations/0017_alter_workoutlog_exercise_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/models/user_config.py:80(GymUserConfig)
       16    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/weight/models.py:71(get_owner_object)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/migrations/0008_auto_20190618_1617.py:7(Migration)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/forms.py:217(RegistrationForm)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/migrations/0009_auto_20160303_2340.py:30(Migration)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/weight/migrations/0001_initial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/api/serializers.py:223(WorkoutCanonicalFormSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/models/user_config.py:53(GymAdminConfig)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/user.py:501(UserDetailView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/api/serializers.py:105(IngredientInfoSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/views/schedule_step.py:131(get_success_url)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/nutrition/views/unit_ingredient.py:142(get_success_url)
        1    0.000    0.000    0.001    0.001 /Users/adampetik/School/wger/wger/gym/migrations/0002_auto_20151003_1944.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/migrations/0009_meal_name.py:6(Migration)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/views/comments.py:66(get_success_url)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/models/category.py:26(ExerciseCategory)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/migrations/0016_move_to_exercise_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/views/workout.py:299(get_context_data)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/migrations/0016_exercisealias.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/migrations/0018_delete_pending_exercises.py:1(<module>)
       13    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/models/category.py:48(get_owner_object)
        9    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/api/views.py:299(get_owner_objects)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/forms.py:218(__init__)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/migrations/0006_auto_20201201_0653.py:1(<module>)
       14    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/models/ingredient_weight_unit.py:58(get_owner_object)
       13    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/models/license.py:69(get_owner_object)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/api/serializers.py:171(WorkoutCanonicalFormExerciseImagesListSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/views/unit_ingredient.py:72(get_success_url)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/gym.py:463(GymDeleteView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/migrations/0013_auto_20210726_1729.py:6(Migration)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/mailer/migrations/0003_auto_20201201_0653.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/migrations/0008_exercisebase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/weight/migrations/0003_auto_20160416_1030.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/models/equipment.py:22(Equipment)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/views/workout_session.py:67(get_context_data)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/migrations/0004_auto_20150609_1603.py:1(<module>)
